locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNPMNEEE_02003	tRNA	73				tRNA-Arg(ccg)
KNPMNEEE_02004	CDS	249				hypothetical protein
KNPMNEEE_02005	CDS	303				hypothetical protein
KNPMNEEE_02006	CDS	1446				hypothetical protein
KNPMNEEE_02007	CDS	144				hypothetical protein
KNPMNEEE_02008	CDS	510				IS200/IS605 family transposase ISHaha7
KNPMNEEE_02009	CDS	312				hypothetical protein
KNPMNEEE_02010	CDS	564	yflN	3.-.-.-	COG0491	putative metallo-hydrolase YflN
KNPMNEEE_02011	CDS	1119	gltA	2.3.3.16	COG0372	Citrate synthase
KNPMNEEE_02012	CDS	729				hypothetical protein
KNPMNEEE_02013	CDS	1140	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
KNPMNEEE_02014	CDS	2304				hypothetical protein
KNPMNEEE_02015	CDS	336				hypothetical protein
KNPMNEEE_02016	CDS	234				hypothetical protein
KNPMNEEE_02017	CDS	348				IS200/IS605 family transposase ISTac1
KNPMNEEE_02018	CDS	1236				hypothetical protein
KNPMNEEE_02019	CDS	1167		1.13.12.4	COG1304	Lactate 2-monooxygenase
KNPMNEEE_02020	CDS	828				hypothetical protein
KNPMNEEE_02021	CDS	1230				hypothetical protein
KNPMNEEE_02022	CDS	654				hypothetical protein
KNPMNEEE_02023	CDS	744	sufC		COG0396	Vegetative protein 296
KNPMNEEE_02024	CDS	1440				hypothetical protein
KNPMNEEE_02025	CDS	1215	sufB		COG0719	FeS cluster assembly protein SufB
KNPMNEEE_02026	CDS	1824				hypothetical protein
KNPMNEEE_02027	CDS	972				hypothetical protein
KNPMNEEE_02028	CDS	165				hypothetical protein
KNPMNEEE_02029	CDS	1005				hypothetical protein
KNPMNEEE_02030	tRNA	85				tRNA-Ser(cga)
KNPMNEEE_02031	CDS	390	yccU		COG1832	putative protein YccU
KNPMNEEE_02032	CDS	306				hypothetical protein
KNPMNEEE_02033	CDS	1371	ffh		COG0541	Signal recognition particle protein
KNPMNEEE_02034	CDS	1191				hypothetical protein
KNPMNEEE_02035	CDS	210	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
KNPMNEEE_02036	CDS	1431				hypothetical protein
KNPMNEEE_02037	CDS	1494	gbsA_2	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
KNPMNEEE_02038	CDS	1245	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
KNPMNEEE_02039	CDS	510	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
KNPMNEEE_02040	CDS	90				hypothetical protein
KNPMNEEE_02041	CDS	1647				hypothetical protein
KNPMNEEE_02042	CDS	384				hypothetical protein
KNPMNEEE_02043	CDS	1599	bchE	1.21.98.3		Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
KNPMNEEE_02044	CDS	891	ala	1.4.1.1		Alanine dehydrogenase
KNPMNEEE_02045	CDS	1692				hypothetical protein
KNPMNEEE_02046	CDS	318				hypothetical protein
KNPMNEEE_02047	CDS	1572	murJ			lipid II flippase MurJ
KNPMNEEE_02048	CDS	270				hypothetical protein
KNPMNEEE_02049	CDS	909				hypothetical protein
KNPMNEEE_02050	CDS	918	kynB_2	3.5.1.9		Kynurenine formamidase
KNPMNEEE_02051	CDS	1941	acs_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KNPMNEEE_02052	CDS	1080	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
KNPMNEEE_02053	CDS	888				hypothetical protein
KNPMNEEE_02054	CDS	1149				hypothetical protein
KNPMNEEE_02055	CDS	672	besC	1.14.99.-		4-chloro-allylglycine synthase
KNPMNEEE_02056	CDS	303				hypothetical protein
KNPMNEEE_02057	CDS	1065				hypothetical protein
KNPMNEEE_02058	CDS	582	ribD		COG0117	Riboflavin biosynthesis protein RibD
KNPMNEEE_02059	CDS	693	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
KNPMNEEE_02060	CDS	489				hypothetical protein
KNPMNEEE_02061	CDS	405	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
KNPMNEEE_02062	CDS	678				hypothetical protein
KNPMNEEE_02063	CDS	423				hypothetical protein
KNPMNEEE_02064	CDS	285				hypothetical protein
KNPMNEEE_02065	CDS	405				hypothetical protein
KNPMNEEE_02066	CDS	507				hypothetical protein
KNPMNEEE_02067	CDS	171				hypothetical protein
KNPMNEEE_02068	CDS	303				hypothetical protein
KNPMNEEE_02069	CDS	1998	pepO_2	3.4.24.-	COG3590	Neutral endopeptidase
KNPMNEEE_02070	CDS	1086				hypothetical protein
KNPMNEEE_02071	CDS	117				hypothetical protein
KNPMNEEE_02072	CDS	213				hypothetical protein
KNPMNEEE_02073	CDS	1797	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
KNPMNEEE_02074	CDS	246				hypothetical protein
KNPMNEEE_02075	CDS	1290	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
KNPMNEEE_02076	CDS	1767				hypothetical protein
KNPMNEEE_02077	CDS	537				hypothetical protein
KNPMNEEE_02078	CDS	1035				hypothetical protein
KNPMNEEE_02079	CDS	1179				hypothetical protein
KNPMNEEE_02080	CDS	741				hypothetical protein
KNPMNEEE_02081	CDS	153				hypothetical protein
KNPMNEEE_02082	CDS	99				hypothetical protein
KNPMNEEE_02083	CDS	1086				hypothetical protein
KNPMNEEE_02084	CDS	402				hypothetical protein
KNPMNEEE_02085	CDS	663				hypothetical protein
KNPMNEEE_02086	CDS	492				hypothetical protein
KNPMNEEE_02087	CDS	327				hypothetical protein
KNPMNEEE_02088	CDS	195				hypothetical protein
KNPMNEEE_02089	CDS	1545	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
KNPMNEEE_02090	CDS	1107				hypothetical protein
KNPMNEEE_02091	CDS	414	hit		COG0537	Protein hit
KNPMNEEE_02092	CDS	117				hypothetical protein
KNPMNEEE_02093	CDS	1323	rocC		COG0833	Amino-acid permease RocC
KNPMNEEE_02094	CDS	357				hypothetical protein
KNPMNEEE_02095	CDS	1257				hypothetical protein
KNPMNEEE_02096	CDS	390				hypothetical protein
KNPMNEEE_02097	CDS	1302				hypothetical protein
KNPMNEEE_02098	CDS	3120				hypothetical protein
KNPMNEEE_02099	CDS	1692	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KNPMNEEE_02100	CDS	402				hypothetical protein
KNPMNEEE_02101	CDS	1128				IS200/IS605 family transposase ISHvo24
KNPMNEEE_02102	CDS	1842		3.2.1.28	COG3387	Trehalase
KNPMNEEE_02103	CDS	1176				IS200/IS605 family transposase ISMma19
KNPMNEEE_02104	CDS	177				hypothetical protein
KNPMNEEE_02105	CDS	1395				hypothetical protein
KNPMNEEE_02106	CDS	510	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KNPMNEEE_02107	CDS	252				hypothetical protein
KNPMNEEE_02108	CDS	744	glpF		COG0580	Glycerol uptake facilitator protein
KNPMNEEE_02109	CDS	1503	glpK	2.7.1.30	COG0554	Glycerol kinase
KNPMNEEE_02110	CDS	1854				hypothetical protein
KNPMNEEE_02111	CDS	198				hypothetical protein
KNPMNEEE_02112	CDS	1200				hypothetical protein
KNPMNEEE_02113	CDS	798				hypothetical protein
KNPMNEEE_02114	CDS	924	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KNPMNEEE_02115	CDS	1911				hypothetical protein
KNPMNEEE_02116	CDS	276				hypothetical protein
KNPMNEEE_02117	CDS	1893				hypothetical protein
KNPMNEEE_02118	CDS	1215	moeA_3	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
KNPMNEEE_02119	CDS	840	yihR		COG2017	putative protein YihR
KNPMNEEE_02120	CDS	360	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
KNPMNEEE_02121	CDS	435				IS481 family transposase ISFac5
KNPMNEEE_02122	CDS	216				hypothetical protein
KNPMNEEE_02123	CDS	1122				IS110 family transposase ISBth13
KNPMNEEE_02124	CDS	162				hypothetical protein
KNPMNEEE_02125	CDS	96				hypothetical protein
KNPMNEEE_02126	CDS	1140				hypothetical protein
KNPMNEEE_02127	CDS	1224				hypothetical protein
KNPMNEEE_02128	CDS	759				hypothetical protein
KNPMNEEE_02129	CDS	651				hypothetical protein
KNPMNEEE_02130	CDS	303				hypothetical protein
KNPMNEEE_02131	CDS	315				hypothetical protein
KNPMNEEE_02132	CDS	387				hypothetical protein
KNPMNEEE_02133	CDS	891				hypothetical protein
KNPMNEEE_02134	CDS	1218				hypothetical protein
KNPMNEEE_02135	CDS	213				IS256 family transposase ISFac8
KNPMNEEE_02136	CDS	2757	rep	3.6.4.12		ATP-dependent DNA helicase Rep
KNPMNEEE_02137	CDS	594		1.1.1.1		Alcohol dehydrogenase
KNPMNEEE_02138	CDS	150				hypothetical protein
KNPMNEEE_02139	CDS	90				hypothetical protein
KNPMNEEE_02140	CDS	552				hypothetical protein
KNPMNEEE_02141	CDS	543				hypothetical protein
KNPMNEEE_02142	CDS	816				hypothetical protein
KNPMNEEE_02143	CDS	1017	moaA_3			GTP 3',8-cyclase
KNPMNEEE_02144	CDS	249				hypothetical protein
KNPMNEEE_02145	CDS	777				hypothetical protein
KNPMNEEE_02146	CDS	210				hypothetical protein
KNPMNEEE_02147	CDS	156				hypothetical protein
KNPMNEEE_02148	CDS	279				hypothetical protein
KNPMNEEE_02149	CDS	243				hypothetical protein
KNPMNEEE_02150	CDS	468				IS481 family transposase ISFac5
KNPMNEEE_02151	CDS	288				hypothetical protein
KNPMNEEE_02152	CDS	1188				hypothetical protein
KNPMNEEE_02153	CDS	210				hypothetical protein
KNPMNEEE_02154	CDS	90				hypothetical protein
KNPMNEEE_02155	CDS	354				hypothetical protein
KNPMNEEE_02156	CDS	435				hypothetical protein
KNPMNEEE_02157	CDS	984				hypothetical protein
KNPMNEEE_02158	CDS	213				hypothetical protein
KNPMNEEE_02159	CDS	144				hypothetical protein
KNPMNEEE_02160	CDS	384				hypothetical protein
KNPMNEEE_02161	CDS	750	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
KNPMNEEE_02162	CDS	1032			COG3385	IS4 family transposase ISFac10
KNPMNEEE_02163	CDS	1662				hypothetical protein
KNPMNEEE_02164	CDS	189				hypothetical protein
KNPMNEEE_02165	CDS	195				hypothetical protein
KNPMNEEE_02166	CDS	309				hypothetical protein
KNPMNEEE_02167	CDS	186				hypothetical protein
KNPMNEEE_02168	CDS	1083				hypothetical protein
KNPMNEEE_02169	CDS	564				hypothetical protein
KNPMNEEE_02170	CDS	636				hypothetical protein
KNPMNEEE_02171	CDS	171				hypothetical protein
KNPMNEEE_02172	CDS	111				hypothetical protein
KNPMNEEE_02173	CDS	495				hypothetical protein
KNPMNEEE_02174	CDS	756	haeIIIM	2.1.1.37		Modification methylase HaeIII
KNPMNEEE_02175	CDS	681	mutY	3.2.2.31		Adenine DNA glycosylase
KNPMNEEE_02176	CDS	3672				hypothetical protein
KNPMNEEE_02177	CDS	1791				hypothetical protein
KNPMNEEE_02178	CDS	3048				hypothetical protein
KNPMNEEE_02179	CDS	483				hypothetical protein
