item	layer	value
GC_00000937	S259100328	1
GC_00000937	S259100333	1
GC_00000937	S259100335	1
GC_00000937	S259100337	0
GC_00000937	S259100341	1
GC_00000937	S25910037	1
GC_00000937	S25910039	1
GC_00000937	S33314612	1
GC_00000937	S749695	1
GC_00000937	SFerroplasmacircular	1
GC_00000937	SMAG00006	1
GC_00000938	S12936484	1
GC_00000938	S259100318	1
GC_00000938	S259100328	1
GC_00000938	S259100333	1
GC_00000938	S259100335	1
GC_00000938	S259100337	1
GC_00000938	S259100341	1
GC_00000938	S25910037	0
GC_00000938	S25910039	1
GC_00000938	S33314612	1
GC_00000938	S749695	1
GC_00000938	SFerroplasmacircular	1
GC_00000938	SMAG00006	1
GC_00000939	S12936484	1
GC_00000939	S259100318	1
GC_00000939	S259100328	1
GC_00000939	S259100333	1
GC_00000939	S259100335	1
GC_00000939	S259100337	0
GC_00000939	S259100341	1
GC_00000939	S25910037	1
GC_00000939	S25910039	1
GC_00000939	S33314612	1
GC_00000939	S749695	1
GC_00000939	SFerroplasmacircular	1
GC_00000939	SMAG00006	1
GC_00000940	S12936484	1
GC_00000940	S259100318	1
GC_00000940	S259100328	1
GC_00000940	S259100333	0
GC_00000940	S259100335	1
GC_00000940	S259100337	1
GC_00000940	S259100341	0
GC_00000940	S25910037	1
GC_00000940	S25910039	1
GC_00000940	S33314612	1
GC_00000940	S749695	1
GC_00000940	SFerroplasmacircular	1
GC_00000940	SMAG00006	1
GC_00000941	S12936484	1
GC_00000941	S259100318	1
GC_00000941	S259100328	1
GC_00000941	S259100333	1
GC_00000941	S259100335	1
GC_00000941	S259100337	0
GC_00000941	S259100341	1
GC_00000941	S25910037	1
GC_00000941	S25910039	1
GC_00000941	S33314612	1
GC_00000941	S749695	1
GC_00000941	SFerroplasmacircular	1
GC_00000941	SMAG00006	1
GC_00000942	S12936484	1
GC_00000942	S259100318	0
GC_00000942	S259100328	1
GC_00000942	S259100333	1
GC_00000942	S259100335	1
GC_00000942	S259100337	1
GC_00000942	S259100341	0
GC_00000942	S25910037	1
GC_00000942	S25910039	0
GC_00000942	S33314612	1
GC_00000942	S749695	1
GC_00000942	SFerroplasmacircular	1
GC_00000942	SMAG00006	1
GC_00000943	S12936484	0
GC_00000943	S259100318	1
GC_00000943	S259100328	1
GC_00000943	S259100333	1
GC_00000943	S259100335	1
GC_00000943	S259100337	1
GC_00000943	S259100341	1
GC_00000943	S25910037	1
GC_00000943	S25910039	1
GC_00000943	S33314612	1
GC_00000943	S749695	1
GC_00000943	SFerroplasmacircular	1
GC_00000943	SMAG00006	1
GC_00000944	S12936484	1
GC_00000944	S259100318	1
GC_00000944	S259100328	0
GC_00000944	S259100333	1
GC_00000944	S259100335	1
GC_00000944	S259100337	1
GC_00000944	S259100341	0
GC_00000944	S25910037	1
GC_00000944	S25910039	1
GC_00000944	S33314612	1
GC_00000944	S749695	1
GC_00000944	SFerroplasmacircular	1
GC_00000944	SMAG00006	1
GC_00000945	S12936484	1
GC_00000945	S259100318	1
GC_00000945	S259100328	1
GC_00000945	S259100333	1
GC_00000945	S259100335	1
GC_00000945	S259100337	0
GC_00000945	S259100341	1
GC_00000945	S25910037	1
GC_00000945	S25910039	1
GC_00000945	S33314612	1
GC_00000945	S749695	1
GC_00000945	SFerroplasmacircular	1
GC_00000945	SMAG00006	1
GC_00000946	S12936484	1
GC_00000946	S259100318	1
GC_00000946	S259100328	1
GC_00000946	S259100333	1
GC_00000946	S259100335	0
GC_00000946	S259100337	1
GC_00000946	S259100341	1
GC_00000946	S25910037	1
GC_00000946	S25910039	1
GC_00000946	S33314612	1
GC_00000946	S749695	1
GC_00000946	SFerroplasmacircular	1
GC_00000946	SMAG00006	1
GC_00000947	S12936484	1
GC_00000947	S259100318	1
GC_00000947	S259100328	1
GC_00000947	S259100333	0
GC_00000947	S259100335	1
GC_00000947	S259100337	0
GC_00000947	S259100341	1
GC_00000947	S25910037	1
GC_00000947	S25910039	1
GC_00000947	S33314612	1
GC_00000947	S749695	1
GC_00000947	SFerroplasmacircular	1
GC_00000947	SMAG00006	1
GC_00000948	S12936484	1
GC_00000948	S259100318	1
GC_00000948	S259100328	1
GC_00000948	S259100333	1
GC_00000948	S259100335	0
GC_00000948	S259100337	1
GC_00000948	S259100341	1
GC_00000948	S25910037	1
GC_00000948	S25910039	1
GC_00000948	S33314612	1
GC_00000948	S749695	1
GC_00000948	SFerroplasmacircular	1
GC_00000948	SMAG00006	1
GC_00000949	S12936484	1
GC_00000949	S259100318	1
GC_00000949	S259100328	1
GC_00000949	S259100333	1
GC_00000949	S259100335	1
GC_00000949	S259100337	0
GC_00000949	S259100341	1
GC_00000949	S25910037	1
GC_00000949	S25910039	1
GC_00000949	S33314612	1
GC_00000949	S749695	1
GC_00000949	SFerroplasmacircular	1
GC_00000949	SMAG00006	1
GC_00000950	S12936484	1
GC_00000950	S259100318	1
GC_00000950	S259100328	1
GC_00000950	S259100333	1
GC_00000950	S259100335	0
GC_00000950	S259100337	1
GC_00000950	S259100341	1
GC_00000950	S25910037	1
GC_00000950	S25910039	1
GC_00000950	S33314612	1
GC_00000950	S749695	1
GC_00000950	SFerroplasmacircular	1
GC_00000950	SMAG00006	1
GC_00000951	S12936484	1
GC_00000951	S259100318	0
GC_00000951	S259100328	1
GC_00000951	S259100333	1
GC_00000951	S259100335	0
GC_00000951	S259100337	0
GC_00000951	S259100341	1
GC_00000951	S25910037	1
GC_00000951	S25910039	0
GC_00000951	S33314612	1
GC_00000951	S749695	1
GC_00000951	SFerroplasmacircular	1
GC_00000951	SMAG00006	1
GC_00000952	S12936484	1
GC_00000952	S259100318	1
GC_00000952	S259100328	1
GC_00000952	S259100333	1
GC_00000952	S259100335	0
GC_00000952	S259100337	1
GC_00000952	S259100341	1
GC_00000952	S25910037	1
GC_00000952	S25910039	1
GC_00000952	S33314612	1
GC_00000952	S749695	1
GC_00000952	SFerroplasmacircular	1
GC_00000952	SMAG00006	1
GC_00000953	S12936484	1
GC_00000953	S259100318	0
GC_00000953	S259100328	0
GC_00000953	S259100333	1
GC_00000953	S259100335	1
GC_00000953	S259100337	0
GC_00000953	S259100341	1
GC_00000953	S25910037	1
GC_00000953	S25910039	1
GC_00000953	S33314612	1
GC_00000953	S749695	1
GC_00000953	SFerroplasmacircular	1
GC_00000953	SMAG00006	1
GC_00000954	S12936484	1
GC_00000954	S259100318	1
GC_00000954	S259100328	1
GC_00000954	S259100333	1
GC_00000954	S259100335	0
GC_00000954	S259100337	1
GC_00000954	S259100341	1
GC_00000954	S25910037	1
GC_00000954	S25910039	1
GC_00000954	S33314612	1
GC_00000954	S749695	1
GC_00000954	SFerroplasmacircular	1
GC_00000954	SMAG00006	1
GC_00000955	S12936484	1
GC_00000955	S259100318	1
GC_00000955	S259100328	1
GC_00000955	S259100333	1
GC_00000955	S259100335	1
GC_00000955	S259100337	1
GC_00000955	S259100341	1
GC_00000955	S25910037	0
GC_00000955	S25910039	1
GC_00000955	S33314612	1
GC_00000955	S749695	1
GC_00000955	SFerroplasmacircular	1
GC_00000955	SMAG00006	1
GC_00000956	S12936484	1
GC_00000956	S259100318	1
GC_00000956	S259100328	1
GC_00000956	S259100333	1
GC_00000956	S259100335	1
GC_00000956	S259100337	0
GC_00000956	S259100341	1
GC_00000956	S25910037	1
GC_00000956	S25910039	1
GC_00000956	S33314612	1
GC_00000956	S749695	1
GC_00000956	SFerroplasmacircular	1
GC_00000956	SMAG00006	1
GC_00000957	S12936484	1
GC_00000957	S259100318	1
GC_00000957	S259100328	1
GC_00000957	S259100333	1
GC_00000957	S259100335	1
GC_00000957	S259100337	1
GC_00000957	S259100341	0
GC_00000957	S25910037	0
GC_00000957	S25910039	1
GC_00000957	S33314612	1
GC_00000957	S749695	1
GC_00000957	SFerroplasmacircular	1
GC_00000957	SMAG00006	1
GC_00000958	S12936484	1
GC_00000958	S259100318	1
GC_00000958	S259100328	1
GC_00000958	S259100333	0
GC_00000958	S259100335	1
GC_00000958	S259100337	1
GC_00000958	S259100341	1
GC_00000958	S25910037	1
GC_00000958	S25910039	1
GC_00000958	S33314612	1
GC_00000958	S749695	1
GC_00000958	SFerroplasmacircular	1
GC_00000958	SMAG00006	1
GC_00000959	S12936484	1
GC_00000959	S259100318	1
GC_00000959	S259100328	1
GC_00000959	S259100333	1
GC_00000959	S259100335	1
GC_00000959	S259100337	0
GC_00000959	S259100341	1
GC_00000959	S25910037	1
GC_00000959	S25910039	1
GC_00000959	S33314612	1
GC_00000959	S749695	1
GC_00000959	SFerroplasmacircular	1
GC_00000959	SMAG00006	1
GC_00000960	S12936484	1
GC_00000960	S259100318	1
GC_00000960	S259100328	1
GC_00000960	S259100333	1
GC_00000960	S259100335	0
GC_00000960	S259100337	1
GC_00000960	S259100341	1
GC_00000960	S25910037	1
GC_00000960	S25910039	1
GC_00000960	S33314612	1
GC_00000960	S749695	1
GC_00000960	SFerroplasmacircular	1
GC_00000960	SMAG00006	1
GC_00000961	S12936484	1
GC_00000961	S259100318	1
GC_00000961	S259100328	1
GC_00000961	S259100333	1
GC_00000961	S259100335	0
GC_00000961	S259100337	1
GC_00000961	S259100341	1
GC_00000961	S25910037	1
GC_00000961	S25910039	1
GC_00000961	S33314612	1
GC_00000961	S749695	1
GC_00000961	SFerroplasmacircular	1
GC_00000961	SMAG00006	1
GC_00000962	S12936484	1
GC_00000962	S259100318	1
GC_00000962	S259100328	1
GC_00000962	S259100333	0
GC_00000962	S259100335	1
GC_00000962	S259100337	0
GC_00000962	S259100341	1
GC_00000962	S25910037	1
GC_00000962	S25910039	1
GC_00000962	S33314612	1
GC_00000962	S749695	1
GC_00000962	SFerroplasmacircular	1
GC_00000962	SMAG00006	1
GC_00000963	S12936484	1
GC_00000963	S259100318	1
GC_00000963	S259100328	1
GC_00000963	S259100333	1
GC_00000963	S259100335	0
GC_00000963	S259100337	1
GC_00000963	S259100341	1
GC_00000963	S25910037	1
GC_00000963	S25910039	1
GC_00000963	S33314612	1
GC_00000963	S749695	1
GC_00000963	SFerroplasmacircular	1
GC_00000963	SMAG00006	1
GC_00000964	S12936484	1
GC_00000964	S259100318	1
GC_00000964	S259100328	1
GC_00000964	S259100333	1
GC_00000964	S259100335	1
GC_00000964	S259100337	0
GC_00000964	S259100341	1
GC_00000964	S25910037	1
GC_00000964	S25910039	1
GC_00000964	S33314612	1
GC_00000964	S749695	1
GC_00000964	SFerroplasmacircular	1
GC_00000964	SMAG00006	1
GC_00000965	S12936484	1
GC_00000965	S259100318	0
GC_00000965	S259100328	1
GC_00000965	S259100333	1
GC_00000965	S259100335	1
GC_00000965	S259100337	0
GC_00000965	S259100341	0
GC_00000965	S25910037	1
GC_00000965	S25910039	1
GC_00000965	S33314612	1
GC_00000965	S749695	1
GC_00000965	SFerroplasmacircular	0
GC_00000965	SMAG00006	1
GC_00000966	S12936484	1
GC_00000966	S259100318	1
GC_00000966	S259100328	1
GC_00000966	S259100333	1
GC_00000966	S259100335	0
GC_00000966	S259100337	1
GC_00000966	S259100341	1
GC_00000966	S25910037	1
GC_00000966	S25910039	1
GC_00000966	S33314612	1
GC_00000966	S749695	1
GC_00000966	SFerroplasmacircular	1
GC_00000966	SMAG00006	1
GC_00000967	S12936484	1
GC_00000967	S259100318	1
GC_00000967	S259100328	1
GC_00000967	S259100333	0
GC_00000967	S259100335	1
GC_00000967	S259100337	0
GC_00000967	S259100341	1
GC_00000967	S25910037	1
GC_00000967	S25910039	1
GC_00000967	S33314612	1
GC_00000967	S749695	1
GC_00000967	SFerroplasmacircular	1
GC_00000967	SMAG00006	1
GC_00000968	S12936484	0
GC_00000968	S259100318	1
GC_00000968	S259100328	1
GC_00000968	S259100333	1
GC_00000968	S259100335	1
GC_00000968	S259100337	1
GC_00000968	S259100341	1
GC_00000968	S25910037	1
GC_00000968	S25910039	1
GC_00000968	S33314612	1
GC_00000968	S749695	1
GC_00000968	SFerroplasmacircular	1
GC_00000968	SMAG00006	1
GC_00000969	S12936484	1
GC_00000969	S259100318	1
GC_00000969	S259100328	1
GC_00000969	S259100333	1
GC_00000969	S259100335	1
GC_00000969	S259100337	1
GC_00000969	S259100341	1
GC_00000969	S25910037	1
GC_00000969	S25910039	0
GC_00000969	S33314612	1
GC_00000969	S749695	1
GC_00000969	SFerroplasmacircular	1
GC_00000969	SMAG00006	1
GC_00000970	S12936484	1
GC_00000970	S259100318	1
GC_00000970	S259100328	1
GC_00000970	S259100333	1
GC_00000970	S259100335	0
GC_00000970	S259100337	1
GC_00000970	S259100341	1
GC_00000970	S25910037	1
GC_00000970	S25910039	1
GC_00000970	S33314612	1
GC_00000970	S749695	1
GC_00000970	SFerroplasmacircular	1
GC_00000970	SMAG00006	1
GC_00000971	S12936484	1
GC_00000971	S259100318	1
GC_00000971	S259100328	1
GC_00000971	S259100333	0
GC_00000971	S259100335	1
GC_00000971	S259100337	1
GC_00000971	S259100341	1
GC_00000971	S25910037	1
GC_00000971	S25910039	1
GC_00000971	S33314612	1
GC_00000971	S749695	1
GC_00000971	SFerroplasmacircular	1
GC_00000971	SMAG00006	1
GC_00000972	S12936484	0
GC_00000972	S259100318	1
GC_00000972	S259100328	1
GC_00000972	S259100333	1
GC_00000972	S259100335	1
GC_00000972	S259100337	1
GC_00000972	S259100341	1
GC_00000972	S25910037	1
GC_00000972	S25910039	1
GC_00000972	S33314612	1
GC_00000972	S749695	1
GC_00000972	SFerroplasmacircular	1
GC_00000972	SMAG00006	1
GC_00000973	S12936484	0
GC_00000973	S259100318	1
GC_00000973	S259100328	1
GC_00000973	S259100333	1
GC_00000973	S259100335	1
GC_00000973	S259100337	0
GC_00000973	S259100341	1
GC_00000973	S25910037	1
GC_00000973	S25910039	1
GC_00000973	S33314612	1
GC_00000973	S749695	1
GC_00000973	SFerroplasmacircular	1
GC_00000973	SMAG00006	1
GC_00000974	S12936484	1
GC_00000974	S259100318	1
GC_00000974	S259100328	1
GC_00000974	S259100333	0
GC_00000974	S259100335	1
GC_00000974	S259100337	1
GC_00000974	S259100341	1
GC_00000974	S25910037	1
GC_00000974	S25910039	1
GC_00000974	S33314612	1
GC_00000974	S749695	1
GC_00000974	SFerroplasmacircular	0
GC_00000974	SMAG00006	1
GC_00000975	S12936484	0
GC_00000975	S259100318	1
GC_00000975	S259100328	1
GC_00000975	S259100333	1
GC_00000975	S259100335	1
GC_00000975	S259100337	1
GC_00000975	S259100341	1
GC_00000975	S25910037	1
GC_00000975	S25910039	1
GC_00000975	S33314612	1
GC_00000975	S749695	1
GC_00000975	SFerroplasmacircular	1
GC_00000975	SMAG00006	1
GC_00000976	S12936484	1
GC_00000976	S259100318	1
GC_00000976	S259100328	1
GC_00000976	S259100333	1
GC_00000976	S259100335	0
GC_00000976	S259100337	1
GC_00000976	S259100341	1
GC_00000976	S25910037	1
GC_00000976	S25910039	1
GC_00000976	S33314612	1
GC_00000976	S749695	1
GC_00000976	SFerroplasmacircular	1
GC_00000976	SMAG00006	1
GC_00000977	S12936484	1
GC_00000977	S259100318	1
GC_00000977	S259100328	1
GC_00000977	S259100333	1
GC_00000977	S259100335	0
GC_00000977	S259100337	1
GC_00000977	S259100341	1
GC_00000977	S25910037	1
GC_00000977	S25910039	1
GC_00000977	S33314612	1
GC_00000977	S749695	1
GC_00000977	SFerroplasmacircular	1
GC_00000977	SMAG00006	1
GC_00000978	S12936484	1
GC_00000978	S259100318	1
GC_00000978	S259100328	1
GC_00000978	S259100333	1
GC_00000978	S259100335	0
GC_00000978	S259100337	0
GC_00000978	S259100341	1
GC_00000978	S25910037	1
GC_00000978	S25910039	0
GC_00000978	S33314612	1
GC_00000978	S749695	0
GC_00000978	SFerroplasmacircular	1
GC_00000978	SMAG00006	0
GC_00000979	S12936484	1
GC_00000979	S259100318	1
GC_00000979	S259100328	1
GC_00000979	S259100333	1
GC_00000979	S259100335	1
GC_00000979	S259100337	1
GC_00000979	S259100341	0
GC_00000979	S25910037	1
GC_00000979	S25910039	1
GC_00000979	S33314612	1
GC_00000979	S749695	1
GC_00000979	SFerroplasmacircular	1
GC_00000979	SMAG00006	1
GC_00000980	S12936484	1
GC_00000980	S259100318	1
GC_00000980	S259100328	1
GC_00000980	S259100333	1
GC_00000980	S259100335	1
GC_00000980	S259100337	1
GC_00000980	S259100341	1
GC_00000980	S25910037	0
GC_00000980	S25910039	1
GC_00000980	S33314612	1
GC_00000980	S749695	1
GC_00000980	SFerroplasmacircular	1
GC_00000980	SMAG00006	0
GC_00000981	S12936484	1
GC_00000981	S259100318	1
GC_00000981	S259100328	1
GC_00000981	S259100333	0
GC_00000981	S259100335	1
GC_00000981	S259100337	0
GC_00000981	S259100341	0
GC_00000981	S25910037	1
GC_00000981	S25910039	1
GC_00000981	S33314612	1
GC_00000981	S749695	1
GC_00000981	SFerroplasmacircular	1
GC_00000981	SMAG00006	1
GC_00000982	S12936484	0
GC_00000982	S259100318	1
GC_00000982	S259100328	0
GC_00000982	S259100333	1
GC_00000982	S259100335	1
GC_00000982	S259100337	1
GC_00000982	S259100341	1
GC_00000982	S25910037	0
GC_00000982	S25910039	1
GC_00000982	S33314612	1
GC_00000982	S749695	1
GC_00000982	SFerroplasmacircular	1
GC_00000982	SMAG00006	1
GC_00000983	S12936484	1
GC_00000983	S259100318	1
GC_00000983	S259100328	1
GC_00000983	S259100333	0
GC_00000983	S259100335	1
GC_00000983	S259100337	1
GC_00000983	S259100341	1
GC_00000983	S25910037	1
GC_00000983	S25910039	1
GC_00000983	S33314612	1
GC_00000983	S749695	1
GC_00000983	SFerroplasmacircular	1
GC_00000983	SMAG00006	1
GC_00000984	S12936484	1
GC_00000984	S259100318	1
GC_00000984	S259100328	1
GC_00000984	S259100333	1
GC_00000984	S259100335	1
GC_00000984	S259100337	1
GC_00000984	S259100341	1
GC_00000984	S25910037	0
GC_00000984	S25910039	1
GC_00000984	S33314612	1
GC_00000984	S749695	1
GC_00000984	SFerroplasmacircular	1
GC_00000984	SMAG00006	1
GC_00000985	S12936484	1
GC_00000985	S259100318	1
GC_00000985	S259100328	1
GC_00000985	S259100333	1
GC_00000985	S259100335	1
GC_00000985	S259100337	0
GC_00000985	S259100341	1
GC_00000985	S25910037	1
GC_00000985	S25910039	1
GC_00000985	S33314612	1
GC_00000985	S749695	1
GC_00000985	SFerroplasmacircular	1
GC_00000985	SMAG00006	1
GC_00000986	S12936484	1
GC_00000986	S259100318	1
GC_00000986	S259100328	1
GC_00000986	S259100333	0
GC_00000986	S259100335	0
GC_00000986	S259100337	1
GC_00000986	S259100341	1
GC_00000986	S25910037	1
GC_00000986	S25910039	0
GC_00000986	S33314612	1
GC_00000986	S749695	1
GC_00000986	SFerroplasmacircular	1
GC_00000986	SMAG00006	1
GC_00000987	S12936484	1
GC_00000987	S259100318	1
GC_00000987	S259100328	1
GC_00000987	S259100333	1
GC_00000987	S259100335	1
GC_00000987	S259100337	1
GC_00000987	S259100341	1
GC_00000987	S25910037	1
GC_00000987	S25910039	1
GC_00000987	S33314612	1
GC_00000987	S749695	1
GC_00000987	SFerroplasmacircular	0
GC_00000987	SMAG00006	1
GC_00000988	S12936484	1
GC_00000988	S259100318	1
GC_00000988	S259100328	1
GC_00000988	S259100333	1
GC_00000988	S259100335	1
GC_00000988	S259100337	1
GC_00000988	S259100341	0
GC_00000988	S25910037	1
GC_00000988	S25910039	1
GC_00000988	S33314612	1
GC_00000988	S749695	1
GC_00000988	SFerroplasmacircular	1
GC_00000988	SMAG00006	1
GC_00000989	S12936484	1
GC_00000989	S259100318	1
GC_00000989	S259100328	1
GC_00000989	S259100333	1
GC_00000989	S259100335	1
GC_00000989	S259100337	1
GC_00000989	S259100341	1
GC_00000989	S25910037	1
GC_00000989	S25910039	0
GC_00000989	S33314612	1
GC_00000989	S749695	1
GC_00000989	SFerroplasmacircular	1
GC_00000989	SMAG00006	1
GC_00000990	S12936484	1
GC_00000990	S259100318	1
GC_00000990	S259100328	0
GC_00000990	S259100333	1
GC_00000990	S259100335	1
GC_00000990	S259100337	1
GC_00000990	S259100341	1
GC_00000990	S25910037	0
GC_00000990	S25910039	1
GC_00000990	S33314612	1
GC_00000990	S749695	1
GC_00000990	SFerroplasmacircular	1
GC_00000990	SMAG00006	0
GC_00000991	S12936484	1
GC_00000991	S259100318	1
GC_00000991	S259100328	1
GC_00000991	S259100333	1
GC_00000991	S259100335	1
GC_00000991	S259100337	0
GC_00000991	S259100341	1
GC_00000991	S25910037	1
GC_00000991	S25910039	1
GC_00000991	S33314612	1
GC_00000991	S749695	1
GC_00000991	SFerroplasmacircular	1
GC_00000991	SMAG00006	1
GC_00000992	S12936484	1
GC_00000992	S259100318	1
GC_00000992	S259100328	1
GC_00000992	S259100333	1
GC_00000992	S259100335	0
GC_00000992	S259100337	1
GC_00000992	S259100341	1
GC_00000992	S25910037	1
GC_00000992	S25910039	1
GC_00000992	S33314612	1
GC_00000992	S749695	1
GC_00000992	SFerroplasmacircular	1
GC_00000992	SMAG00006	1
GC_00000993	S12936484	1
GC_00000993	S259100318	1
GC_00000993	S259100328	1
GC_00000993	S259100333	1
GC_00000993	S259100335	0
GC_00000993	S259100337	1
GC_00000993	S259100341	1
GC_00000993	S25910037	1
GC_00000993	S25910039	1
GC_00000993	S33314612	1
GC_00000993	S749695	1
GC_00000993	SFerroplasmacircular	1
GC_00000993	SMAG00006	1
GC_00000994	S12936484	1
GC_00000994	S259100318	1
GC_00000994	S259100328	0
GC_00000994	S259100333	1
GC_00000994	S259100335	1
GC_00000994	S259100337	1
GC_00000994	S259100341	0
GC_00000994	S25910037	1
GC_00000994	S25910039	1
GC_00000994	S33314612	1
GC_00000994	S749695	1
GC_00000994	SFerroplasmacircular	1
GC_00000994	SMAG00006	1
GC_00000995	S12936484	1
GC_00000995	S259100318	1
GC_00000995	S259100328	1
GC_00000995	S259100333	1
GC_00000995	S259100335	1
GC_00000995	S259100337	0
GC_00000995	S259100341	1
GC_00000995	S25910037	1
GC_00000995	S25910039	1
GC_00000995	S33314612	1
GC_00000995	S749695	1
GC_00000995	SFerroplasmacircular	1
GC_00000995	SMAG00006	1
GC_00000996	S12936484	1
GC_00000996	S259100318	1
GC_00000996	S259100328	1
GC_00000996	S259100333	1
GC_00000996	S259100335	1
GC_00000996	S259100337	1
GC_00000996	S259100341	0
GC_00000996	S25910037	1
GC_00000996	S25910039	1
GC_00000996	S33314612	1
GC_00000996	S749695	1
GC_00000996	SFerroplasmacircular	1
GC_00000996	SMAG00006	1
GC_00000997	S12936484	1
GC_00000997	S259100318	1
GC_00000997	S259100328	1
GC_00000997	S259100333	1
GC_00000997	S259100335	1
GC_00000997	S259100337	0
GC_00000997	S259100341	1
GC_00000997	S25910037	1
GC_00000997	S25910039	1
GC_00000997	S33314612	1
GC_00000997	S749695	1
GC_00000997	SFerroplasmacircular	1
GC_00000997	SMAG00006	1
GC_00000998	S12936484	1
GC_00000998	S259100318	1
GC_00000998	S259100328	1
GC_00000998	S259100333	1
GC_00000998	S259100335	0
GC_00000998	S259100337	1
GC_00000998	S259100341	1
GC_00000998	S25910037	1
GC_00000998	S25910039	1
GC_00000998	S33314612	1
GC_00000998	S749695	1
GC_00000998	SFerroplasmacircular	1
GC_00000998	SMAG00006	1
GC_00000999	S12936484	1
GC_00000999	S259100318	1
GC_00000999	S259100328	1
GC_00000999	S259100333	1
GC_00000999	S259100335	1
GC_00000999	S259100337	0
GC_00000999	S259100341	1
GC_00000999	S25910037	1
GC_00000999	S25910039	1
GC_00000999	S33314612	1
GC_00000999	S749695	1
GC_00000999	SFerroplasmacircular	1
GC_00000999	SMAG00006	1
GC_00001000	S12936484	1
GC_00001000	S259100318	1
GC_00001000	S259100328	1
GC_00001000	S259100333	0
GC_00001000	S259100335	1
GC_00001000	S259100337	1
GC_00001000	S259100341	1
GC_00001000	S25910037	1
GC_00001000	S25910039	1
GC_00001000	S33314612	1
GC_00001000	S749695	1
